Symbol,Name,Price(Intraday),Change,%Change,Volume,Avg Vol(3 month),Market Cap,PE Ratio(TTM)
FRE.DU,Fresenius SE & Co KGaA,25.74,+0.27,+1.06%,20,101,N/A,N/A
BAYN.BE,Bayer AG,52.36,+0.34,+0.65%,62,550,N/A,N/A
TF2.MU,Takara Bio Inc,11.10,0.00,0.00%,25,0,N/A,N/A
7XY.SG,Swedencare AB,3.3430,+0.0930,+2.86%,0,175,N/A,N/A
OFK.SG,Orion Oyj,39.17,-0.24,-0.61%,0,5,N/A,N/A
7AT.BE,Attendo AB,2.8600,-0.0150,-0.52%,420,0,N/A,N/A
1PK.DU,Dechra Pharmaceuticals PLC,42.20,0.00,0.00%,15,0,N/A,N/A
CT9.BE,Cardiol Therapeutics Inc,0.8850,+0.1650,+22.92%,"1,500",0,N/A,N/A
FYB.SG,Formycon AG,67.40,-0.30,-0.44%,626,622,N/A,N/A
EVT.SG,Evotec SE,21.24,-0.37,-1.71%,"1,890","3,940",N/A,N/A
MED.SG,MediClin AG,3.0200,+0.1200,+4.14%,0,76,N/A,N/A
B8F.SG,Biofrontera AG,0.7920,-0.0700,-8.12%,0,"1,792",N/A,N/A
E8X.SG,elexxion AG,0.2900,+0.0400,+16.00%,"4,348",165,N/A,N/A
1TM.BE,Mithra Pharmaceuticals SA,2.6350,-0.0200,-0.75%,"1,950",0,N/A,N/A
D4S.DU,Daiichi Sankyo Co Ltd,31.17,+0.27,+0.87%,150,2,N/A,N/A
SNW2.SG,Sanofi SA,47.40,+0.40,+0.85%,0,0,N/A,N/A
FIE.MU,Fielmann AG,50.20,0.00,0.00%,150,37,N/A,N/A
GS71.BE,GSK PLC,16.05,+0.23,+1.47%,95,46,N/A,N/A
ABL.BE,Abbott Laboratories,97.10,+0.94,+0.98%,50,1,N/A,N/A
BSX.BE,Boston Scientific Corp,48.81,+0.05,+0.10%,50,0,N/A,N/A
2E4.DU,Erytech Pharma SA,0.8130,+0.0220,+2.78%,N/A,0,N/A,N/A
4A5.SG,Fagron SA,15.68,-0.19,-1.20%,0,4,N/A,N/A
AJ91.SG,DocCheck AG,11.80,+0.50,+4.42%,0,108,N/A,N/A
4AJ0.BE,Alk-Abello A/S,11.46,-0.18,-1.55%,40,0,N/A,N/A
M3V.MU,MeVis Medical Solutions AG,29.60,-0.20,-0.67%,10,0,N/A,N/A
SR3.SG,Staar Surgical Co,48.44,+2.05,+4.42%,0,12,N/A,N/A
W7V.HM,WELL Health Technologies Corp,3.3200,-0.0950,-2.78%,290,0,N/A,N/A
29A.DU,Amphastar Pharmaceuticals Inc,47.00,-0.20,-0.42%,100,0,N/A,N/A
GME.SG,Geratherm Medical AG,6.70,+0.10,+1.52%,0,15,N/A,N/A
VT6.MU,Voyager Therapeutics Inc,12.10,0.00,0.00%,200,10,N/A,N/A
E8TN.MU,Eurobio Scientific,14.74,0.00,0.00%,26,0,N/A,N/A
22UA.BE,BioNTech SE,102.80,+0.90,+0.88%,175,154,N/A,N/A
1ZU.BE,Pennant Group Inc,11.80,+0.30,+2.61%,450,0,N/A,N/A
CG5.MU,Community Health Systems Inc,3.6600,-0.1400,-3.68%,175,0,N/A,N/A
FRE.MU,Fresenius SE & Co KGaA,25.74,+0.33,+1.30%,105,136,N/A,N/A
547A.SG,Ambu A/S,14.73,+0.35,+2.43%,0,20,N/A,N/A
GIS.MU,Gilead Sciences Inc,72.04,0.00,0.00%,70,18,N/A,N/A
IC7.MU,ICU Medical Inc,173.00,0.00,0.00%,N/A,0,N/A,N/A
RH7.SG,Ryman Healthcare Ltd,3.4980,-0.0800,-2.24%,0,826,N/A,N/A
RME.DU,ResMed Inc,197.40,-0.25,-0.13%,10,0,N/A,N/A
WPS.HA,West Pharmaceutical Services Inc,326.40,+1.00,+0.31%,3,0,N/A,N/A
JCR.BE,JCR Pharmaceuticals Co Ltd,8.35,+0.10,+1.21%,50,0,N/A,N/A
HO1.SG,Hologic Inc,74.42,+1.46,+2.00%,0,0,N/A,N/A
TE1.SG,Bio-Techne Corp,71.50,+3.50,+5.15%,0,0,N/A,N/A
LDBA.BE,H. Lundbeck AS,4.9500,+0.1040,+2.15%,N/A,0,N/A,N/A
UNC.BE,UCB SA,84.76,+1.08,+1.29%,38,0,N/A,N/A
QS50.SG,Straumann Holding AG,15.10,+1.70,+12.69%,200,2,N/A,N/A
WSG.SG,China Traditional Chinese Medicine Holdings Co Ltd,0.4320,+0.0040,+0.93%,0,0,N/A,N/A
2PQ.BE,Organogenesis Holdings Inc,3.7400,+0.0200,+0.54%,"1,000",0,N/A,N/A
08HH.MU,Shanghai Fosun Pharmaceutical (Group) Co Ltd,2.4360,+0.0210,+0.87%,885,15,N/A,N/A
UNH.DU,UnitedHealth Group Inc,427.50,-3.50,-0.81%,8,7,N/A,N/A
PHH2.SG,Paul Hartmann AG,206.00,-1.00,-0.48%,15,72,N/A,N/A
O5O.BE,Oriola Corp,1.3500,-0.0260,-1.89%,500,0,N/A,N/A
C7E.DU,Cegedim SA,19.62,+0.14,+0.72%,500,0,N/A,N/A
IC7.DU,ICU Medical Inc,169.00,+1.00,+0.60%,N/A,0,N/A,N/A
TF2.MU,Takara Bio Inc,11.10,0.00,0.00%,25,0,N/A,N/A
7XY.SG,Swedencare AB,3.3430,+0.0930,+2.86%,0,175,N/A,N/A
BSX.MU,Boston Scientific Corp,48.80,+0.05,+0.10%,100,4,N/A,N/A
7AT.BE,Attendo AB,2.8600,-0.0150,-0.52%,420,0,N/A,N/A
1PK.DU,Dechra Pharmaceuticals PLC,42.20,0.00,0.00%,15,0,N/A,N/A
2HE.SG,HealthEquity Inc,56.50,-1.00,-1.74%,0,0,N/A,N/A
BGLA.BE,BioGaia AB,9.63,+0.26,+2.72%,200,0,N/A,N/A
EYWN.DU,BioMerieux SA,91.90,+0.26,+0.28%,25,0,N/A,N/A
2EM.DU,Ergomed PLC,11.96,+0.10,+0.84%,300,0,N/A,N/A
0P8.BE,Penumbra Inc,308.00,-2.00,-0.65%,5,0,N/A,N/A
1E6.MU,Eagle Pharmaceuticals Inc,17.30,+0.90,+5.49%,1,0,N/A,N/A
AJ91.DU,DocCheck AG,11.50,0.00,0.00%,100,0,N/A,N/A
DPM.DU,Sumitomo Pharma Co Ltd,4.0800,+0.0800,+2.00%,750,0,N/A,N/A
SYK.SG,Stryker Corp,270.60,+3.20,+1.20%,31,58,N/A,N/A
BAYN.SG,Bayer AG,52.30,+0.36,+0.69%,"10,162","13,057",N/A,N/A
TUO.SG,Terumo Corp,29.80,0.00,0.00%,0,0,N/A,N/A
1AD1.BE,AddLife AB,11.13,-0.40,-3.47%,500,19,N/A,N/A
1AU.BE,Amplitude Surgical,3.3000,0.0000,0.00%,10,0,N/A,N/A
LGDN.BE,Ligand Pharmaceuticals Inc,72.00,+0.50,+0.70%,10,0,N/A,N/A
V16.MU,Virbac SA,290.00,0.00,0.00%,20,0,N/A,N/A
4A5.DU,Fagron SA,15.68,-0.02,-0.13%,680,0,N/A,N/A
LP6.BE,Livzon Pharmaceutical Group Inc,3.2000,-0.0400,-1.23%,500,0,N/A,N/A
R3X1.DU,Ocuphire Pharma Inc,3.6250,+0.2000,+5.84%,200,3,N/A,N/A
SBS.HM,Stratec SE,67.90,+0.70,+1.04%,100,1,N/A,N/A
WX8.MU,Wuxi AppTec Co Ltd,8.40,+0.30,+3.70%,150,2,N/A,N/A
6MK.DU,Merck & Co Inc,99.90,-0.30,-0.30%,4,5,N/A,N/A
DVL.BE,Alliance Pharma PLC,0.6350,-0.0050,-0.78%,0,0,N/A,N/A
CVG.DU,CSPC Pharmaceutical Group Ltd,0.7918,+0.0140,+1.80%,220,0,N/A,N/A
PSG.DU,PharmaSGP Holding SE,28.10,-0.20,-0.71%,130,0,N/A,N/A
PKN.SG,PerkinElmer Inc,108.55,+2.15,+2.02%,0,17,N/A,N/A
TNG.BE,Tong Ren Tang Technologies Co Ltd,0.8250,+0.0200,+2.48%,800,0,N/A,N/A
RIG2.SG,Chemical Works of Gedeon Richter PLC,22.00,+0.16,+0.73%,0,101,N/A,N/A
ACS.BE,Athens Medical Centre SA,1.7450,+0.0800,+4.80%,"1,400",0,N/A,N/A
CLH.DU,Cardinal Health Inc,81.22,+0.08,+0.10%,136,2,N/A,N/A
2BH.DU,HCA Healthcare Inc,259.80,+0.10,+0.04%,60,0,N/A,N/A
8C4.BE,Cyberdyne Inc,2.1800,+0.0400,+1.87%,25,0,N/A,N/A
787.MU,Selvita SA,15.76,0.00,0.00%,70,0,N/A,N/A
UNH.HA,UnitedHealth Group Inc,421.00,-6.00,-1.41%,6,0,N/A,N/A
24C.BE,C-Rad AB,2.4750,+0.0100,+0.41%,"2,500",47,N/A,N/A
BVF.SG,Bausch Health Companies Inc,6.61,-0.08,-1.23%,100,89,N/A,N/A
1TM.SG,Mithra Pharmaceuticals SA,2.6450,-0.0700,-2.58%,0,80,N/A,N/A
KO2.SG,Korian SA,7.62,+0.15,+2.01%,0,22,N/A,N/A
4AJ0.DU,Alk-Abello A/S,11.78,+0.36,+3.15%,40,0,N/A,N/A
RGO.MU,Regeneron Pharmaceuticals Inc,712.00,+2.50,+0.35%,3,5,N/A,N/A
7XY.DU,Swedencare AB,3.3170,+0.0060,+0.18%,100,0,N/A,N/A
AG8.MU,Agilent Technologies Inc,110.50,+0.65,+0.59%,20,0,N/A,N/A
1TM.DU,Mithra Pharmaceuticals SA,2.6550,+0.0150,+0.57%,800,0,N/A,N/A
BAYN.HM,Bayer AG,52.45,+0.58,+1.12%,"3,303",975,N/A,N/A
2CV.SG,ConvaTec Group PLC,2.3600,+0.0200,+0.85%,0,0,N/A,N/A
GOV.SG,Insulet Corp,260.00,+4.10,+1.60%,0,1,N/A,N/A
GE91.F,Genmab A/S,35.40,0.00,0.00%,55,0,N/A,N/A
S1R.SG,Shanghai Pharmaceuticals Holding Co Ltd,1.7500,-0.0100,-0.57%,0,491,N/A,N/A
SNW2.SG,Sanofi SA,47.40,+0.40,+0.85%,0,0,N/A,N/A
GS71.BE,GSK PLC,16.05,+0.23,+1.47%,95,46,N/A,N/A
ABL.BE,Abbott Laboratories,97.10,+0.94,+0.98%,50,1,N/A,N/A
BSX.BE,Boston Scientific Corp,48.81,+0.05,+0.10%,50,0,N/A,N/A
OLY1.DU,Olympus Corp,15.03,+0.59,+4.09%,125,9,N/A,N/A
2E4.DU,Erytech Pharma SA,0.8130,+0.0220,+2.78%,N/A,0,N/A,N/A
83B.BE,3SBio Inc,0.8550,+0.0300,+3.64%,"10,000",0,N/A,N/A
SR3.SG,Staar Surgical Co,48.44,+2.05,+4.42%,0,12,N/A,N/A
BXA0.BE,Lavipharm SA,0.6100,+0.0400,+7.02%,N/A,0,N/A,N/A
SRT3.SG,Sartorius AG,353.40,+9.00,+2.61%,"1,973","1,317",N/A,N/A
1E6.MU,Eagle Pharmaceuticals Inc,17.30,+0.90,+5.49%,1,0,N/A,N/A
BM8.HA,Biomarin Pharmaceutical Inc,87.24,+0.30,+0.35%,250,0,N/A,N/A
0QF.DE,Moderna Inc,116.94,+0.28,+0.24%,"3,067","3,601",N/A,N/A
LAB.BE,Laboratory Corp of America Holdings,208.00,0.00,0.00%,10,0,N/A,N/A
TUO.SG,Terumo Corp,29.80,0.00,0.00%,0,0,N/A,N/A
1AD1.BE,AddLife AB,11.13,-0.40,-3.47%,500,19,N/A,N/A
LGDN.BE,Ligand Pharmaceuticals Inc,72.00,+0.50,+0.70%,10,0,N/A,N/A
DC4.DE,DexCom Inc,120.20,+2.90,+2.47%,79,121,10.029B,N/A
W7V.BE,WELL Health Technologies Corp,3.4200,-0.0050,-0.15%,500,57,N/A,N/A
BV3.MU,Bavarian Nordic A/S,28.44,-0.46,-1.59%,201,62,N/A,N/A
7UM.MU,Ultimovacs ASA,6.87,0.00,0.00%,535,14,N/A,N/A
430.F,Terns Pharmaceuticals Inc,9.94,-0.52,-4.97%,500,14,N/A,N/A
5VB.F,Nykode Therapeutics AS,2.5160,-0.0160,-0.63%,110,0,N/A,N/A
33C.F,InnoCare Pharma Ltd,0.9150,+0.0300,+3.39%,276,14,N/A,N/A
UFP.DU,UFP Technologies Inc,165.00,-3.00,-1.79%,20,2,N/A,N/A
21P1.HM,Aurora Cannabis Inc,0.4802,-0.0296,-5.81%,400,"1,248",N/A,N/A
1IJA.MU,Adicet Bio Inc,4.2140,-0.0520,-1.22%,250,24,N/A,N/A
NLZ.DU,NeuroMetrix Inc,0.8805,+0.0005,+0.06%,N/A,0,N/A,N/A
4R8.MU,SCWorx Corp,0.5800,+0.3660,+171.03%,300,0,N/A,N/A
EUZ.MU,Eckert & Ziegler Strahlen- und Medizintechnik AG,39.28,-0.12,-0.30%,15,89,N/A,N/A
HAEK.HM,HAEMATO AG,23.80,+0.40,+1.71%,120,13,N/A,N/A
IDP.MU,Biogen Inc,271.00,-5.00,-1.81%,23,0,N/A,N/A
430.MU,Terns Pharmaceuticals Inc,10.58,-0.38,-3.47%,400,0,N/A,N/A
LWK1.MU,eFFECTOR Therapeutics Inc,0.8700,-0.1900,-17.92%,200,35,N/A,N/A
HAEK.MU,HAEMATO AG,23.80,+0.40,+1.71%,70,1,N/A,N/A
1YG.MU,Mendus AB,0.0596,-0.0102,-14.61%,"1,500",26,N/A,N/A
MOR.MU,MorphoSys AG,28.33,+3.02,+11.93%,537,49,N/A,N/A
NOTA.MU,Novartis AG,92.40,+0.20,+0.22%,105,21,N/A,N/A
SYAB.HA,Synlab AG,9.05,-0.01,-0.11%,20,0,N/A,N/A
GNN.HA,GN Store Nord A/S,23.30,-0.60,-2.51%,N/A,0,N/A,N/A
NK8.MU,NuVasive Inc,37.20,+0.40,+1.09%,400,0,N/A,N/A
VSC.MU,4SC AG,12.00,-0.90,-6.98%,200,467,N/A,N/A
IDP.HA,Biogen Inc,271.00,-5.00,-1.81%,10,0,N/A,N/A
MSK.HA,MicroPort Scientific Corp,1.7100,+0.0800,+4.91%,70,0,N/A,N/A
MAH0.HA,Mereo BioPharma Group PLC,1.2500,-0.0500,-3.85%,"1,426",42,N/A,N/A
RH7.HA,Ryman Healthcare Ltd,3.5500,-0.0230,-0.64%,411,30,N/A,N/A
LAB.HA,Laboratory Corp of America Holdings,210.00,+2.00,+0.96%,12,0,N/A,N/A
PF0.MU,NetraMark Holdings Inc,0.1820,-0.0020,-1.09%,N/A,0,N/A,N/A
ZEG.HA,AstraZeneca PLC,136.15,+2.00,+1.49%,52,0,N/A,N/A
1OT.MU,Ovid Therapeutics Inc,3.3200,-0.2600,-7.26%,200,35,N/A,N/A
AMG.HM,Amgen Inc,208.60,+4.00,+1.96%,30,8,N/A,N/A
AP8N.DU,Aptevo Therapeutics Inc,1.4320,-0.0240,-1.65%,500,8,N/A,N/A
TEV.HM,Teva Pharmaceutical Industries Ltd,6.88,+0.02,+0.29%,"1,000",24,N/A,N/A
64B.MU,Berkeley Lights Inc,0.5444,-0.0024,-0.44%,150,0,N/A,N/A
IDP.DU,Biogen Inc,270.20,+0.40,+0.15%,32,0,N/A,N/A
DC4.DU,DexCom Inc,119.72,+2.30,+1.96%,7,0,N/A,N/A
GM0N.MU,Globus Medical Inc,53.50,+1.00,+1.90%,30,0,N/A,N/A
PA8K.MU,Paion Ag,8.12,-0.28,-3.33%,250,65,N/A,N/A
1AE.MU,argenx SE,361.10,+1.30,+0.36%,53,1,N/A,N/A
7CI.MU,Cronos Group Inc,1.5690,-0.0100,-0.63%,20,43,N/A,N/A
6FA.MU,Semler Scientific Inc,23.00,+0.20,+0.88%,N/A,0,N/A,N/A
RYI.DU,Viracta Therapeutics Inc,1.4000,+0.0300,+2.19%,N/A,0,N/A,N/A
3ZO.MU,Acurx Pharmaceuticals Inc,2.5600,-0.0800,-3.03%,120,0,N/A,N/A
C6K.MU,Avalo Therapeutics Inc,3.3800,+0.5200,+18.18%,"5,000",175,N/A,N/A
GTN.MU,Getinge AB,21.64,+0.32,+1.50%,50,0,N/A,N/A
26HA.MU,Helius Medical Technologies Inc,0.1850,+0.0240,+14.91%,"4,500",0,N/A,N/A
547A.DU,Ambu A/S,14.83,+0.68,+4.77%,350,0,N/A,N/A
8HX.DU,Akso Health Group,0.2780,+0.0040,+1.46%,N/A,0,N/A,N/A
2LB.DU,Iovance Biotherapeutics Inc,7.83,-0.13,-1.58%,200,0,N/A,N/A
OLY1.BE,Olympus Corp,14.89,+0.41,+2.80%,12,1,N/A,N/A
OND.BE,Oncopeptides AB,0.7316,+0.0208,+2.93%,760,0,N/A,N/A
038.DU,NovoCure Ltd,39.51,-1.81,-4.38%,100,1,N/A,N/A
CG5.DU,Community Health Systems Inc,3.6800,-0.0800,-2.13%,N/A,0,N/A,N/A
2X1.DU,Abivax SA,15.78,+0.46,+3.00%,"1,350",23,N/A,N/A
WAZ.BE,Waters Corp,244.00,+2.00,+0.83%,150,0,N/A,N/A
NG9.BE,NeoGenomics Inc,14.80,-0.50,-3.27%,100,0,N/A,N/A
6A3A.MU,Autolus Therapeutics PLC,2.6400,-0.0600,-2.22%,500,0,N/A,N/A
MCK.BE,McKesson Corp,365.00,+4.00,+1.11%,8,0,N/A,N/A
UDJP.BE,Applied DNA Sciences Inc,1.2430,+0.0330,+2.73%,"1,000",0,N/A,N/A
VA21.DU,Vapotherm Inc,0.5650,+0.0050,+0.89%,"2,000",0,N/A,N/A
AXD2.DU,Heron Therapeutics Inc,1.1700,+0.0100,+0.86%,"1,500",26,N/A,N/A
7K90.DU,Asymchem Laboratories Tianjin Co Ltd,11.50,+0.10,+0.88%,N/A,0,N/A,N/A
0K3.DU,TFF Pharmaceuticals Inc,0.4220,+0.0140,+3.43%,200,0,N/A,N/A
42Z.DU,Revolution Medicines Inc,22.00,-0.40,-1.79%,20,0,N/A,N/A
LC8A.DU,Calliditas Therapeutics AB,16.10,+0.20,+1.26%,120,0,N/A,N/A
8NN.DU,Nordic Nanovector ASA,0.2215,+0.0030,+1.37%,N/A,0,N/A,N/A
6YZ.MU,New Horizon Health Ltd,3.5000,+0.2000,+6.06%,750,0,N/A,N/A
O6C0.MU,MDxHealth SA,3.6200,-0.0200,-0.55%,20,0,N/A,N/A
HPHA.HM,Heidelberg Pharma AG,3.6600,+0.0500,+1.39%,259,8,N/A,N/A
13C0.MU,Sonida Senior Living Inc,8.20,-0.30,-3.53%,N/A,0,N/A,N/A
WAZ.DU,Waters Corp,242.00,+2.00,+0.83%,35,0,N/A,N/A
DMP.HM,Dermapharm Holding SE,46.62,+0.90,+1.97%,50,28,N/A,N/A
AT2.DU,Atara Biotherapeutics Inc,1.9400,+0.0130,+0.67%,649,0,N/A,N/A
1S9.BE,Seres Therapeutics Inc,5.20,-0.40,-7.14%,100,166,N/A,N/A
OJU1.BE,Oramed Pharmaceuticals Inc,3.6330,+0.1210,+3.45%,60,0,N/A,N/A
6T40.BE,Trevena Inc,0.9320,+0.0160,+1.75%,60,1,N/A,N/A
EDA.BE,Edap TMS SA,8.10,-0.10,-1.22%,250,0,N/A,N/A
EXK.DU,Exact Sciences Corp,85.78,+0.84,+0.99%,11,0,N/A,N/A
8IN.DU,Syneos Health Inc,37.80,-0.20,-0.53%,200,0,N/A,N/A
2EM.BE,Ergomed PLC,11.86,-0.16,-1.33%,217,0,N/A,N/A
BXA0.BE,Lavipharm SA,0.6100,+0.0400,+7.02%,N/A,0,N/A,N/A
ZOE.MU,Zoetis Inc,155.00,+1.70,+1.11%,5,2,N/A,N/A
BAYN.SG,Bayer AG,52.30,+0.36,+0.69%,"10,162","13,057",N/A,N/A
AFW.HA,Align Technology Inc,302.90,+6.65,+2.24%,10,0,N/A,N/A
IDP.HA,Biogen Inc,271.00,-5.00,-1.81%,10,0,N/A,N/A
PF0.MU,NetraMark Holdings Inc,0.1820,-0.0020,-1.09%,N/A,0,N/A,N/A
JNJ.HA,Johnson & Johnson,149.30,-0.20,-0.13%,70,6,N/A,N/A
ZEG.HA,AstraZeneca PLC,136.15,+2.00,+1.49%,52,0,N/A,N/A
MSK.HA,MicroPort Scientific Corp,1.7100,+0.0800,+4.91%,70,0,N/A,N/A
MAH0.HA,Mereo BioPharma Group PLC,1.2500,-0.0500,-3.85%,"1,426",42,N/A,N/A
AP8N.DU,Aptevo Therapeutics Inc,1.4320,-0.0240,-1.65%,500,8,N/A,N/A
TEV.HM,Teva Pharmaceutical Industries Ltd,6.88,+0.02,+0.29%,"1,000",24,N/A,N/A
64B.MU,Berkeley Lights Inc,0.5444,-0.0024,-0.44%,150,0,N/A,N/A
IDP.DU,Biogen Inc,270.20,+0.40,+0.15%,32,0,N/A,N/A
DC4.DU,DexCom Inc,119.72,+2.30,+1.96%,7,0,N/A,N/A
GM0N.MU,Globus Medical Inc,53.50,+1.00,+1.90%,30,0,N/A,N/A
PA8K.MU,Paion Ag,8.12,-0.28,-3.33%,250,65,N/A,N/A
1AE.MU,argenx SE,361.10,+1.30,+0.36%,53,1,N/A,N/A
7CI.MU,Cronos Group Inc,1.5690,-0.0100,-0.63%,20,43,N/A,N/A
3ZO.MU,Acurx Pharmaceuticals Inc,2.5600,-0.0800,-3.03%,120,0,N/A,N/A
C6K.MU,Avalo Therapeutics Inc,3.3800,+0.5200,+18.18%,"5,000",175,N/A,N/A
LC8A.DU,Calliditas Therapeutics AB,16.10,+0.20,+1.26%,120,0,N/A,N/A
8NN.DU,Nordic Nanovector ASA,0.2215,+0.0030,+1.37%,N/A,0,N/A,N/A
6YZ.MU,New Horizon Health Ltd,3.5000,+0.2000,+6.06%,750,0,N/A,N/A
NOVA.BE,Novo Nordisk A/S,148.50,+2.00,+1.37%,50,24,N/A,N/A
HPR.DU,Horizon Therapeutics PLC,91.40,-0.80,-0.87%,193,0,N/A,N/A
ESF0.BE,Eurofins Scientific SE,61.08,+1.40,+2.35%,14,0,N/A,N/A
GXE.BE,Galapagos NV,38.65,+0.01,+0.03%,82,0,N/A,N/A
7QD.DU,Clover Health Investments Corp,0.8168,-0.0300,-3.54%,14,0,N/A,N/A
84P.BE,Impel Pharmaceuticals Inc,1.2100,+0.0500,+4.31%,"1,250",0,N/A,N/A
2LYA.DU,High Tide Inc,1.1500,-0.0400,-3.36%,"1,517",0,N/A,N/A
6MK.BE,Merck & Co Inc,100.00,+0.20,+0.20%,4,6,N/A,N/A
S8M.BE,Mach7 Technologies Ltd,0.3360,-0.0200,-5.62%,300,49,N/A,N/A
42FB.DU,AI/ML Innovations Inc,0.1370,-0.0100,-6.80%,"1,500",0,N/A,N/A
547A.DU,Ambu A/S,14.83,+0.68,+4.77%,350,0,N/A,N/A
6A3A.MU,Autolus Therapeutics PLC,2.6400,-0.0600,-2.22%,500,0,N/A,N/A
MCK.BE,McKesson Corp,365.00,+4.00,+1.11%,8,0,N/A,N/A
UDJP.BE,Applied DNA Sciences Inc,1.2430,+0.0330,+2.73%,"1,000",0,N/A,N/A
VA21.DU,Vapotherm Inc,0.5650,+0.0050,+0.89%,"2,000",0,N/A,N/A
7XY.BE,Swedencare AB,3.3350,-0.0590,-1.74%,N/A,0,N/A,N/A
HTW.BE,National Healthcare Corp,55.50,-0.50,-0.89%,30,0,N/A,N/A
AMG.BE,Amgen Inc,208.00,+2.20,+1.07%,10,1,N/A,N/A
4NI.DU,Pulmonx Corp,11.20,-0.20,-1.75%,140,0,N/A,N/A
2Q5.BE,Enochian BioSciences Inc,0.6000,-0.0350,-5.51%,200,0,N/A,N/A
49Y0.DU,Avenue Therapeutics Inc,1.0310,+0.0230,+2.28%,300,19,N/A,N/A
2RY.BE,China SXT Pharmaceuticals Inc,0.2190,-0.0020,-0.90%,"4,000",0,N/A,N/A
50J.DU,Kangji Medical Holdings Ltd,0.9850,+0.0150,+1.55%,N/A,0,N/A,N/A
0Y2.BE,INmune Bio Inc,8.10,-0.35,-4.14%,350,42,N/A,N/A
NO1A.BE,Navidea Biopharmaceuticals Inc,0.0755,+0.0030,+4.14%,"1,000",0,N/A,N/A
EV00.BE,Evoke Pharma Inc,1.4500,-0.0800,-5.23%,N/A,0,N/A,N/A
0K4.BE,Akero Therapeutics Inc,49.60,-0.40,-0.80%,30,0,N/A,N/A
BAV.BE,BATM Advanced Communications Ltd,0.3160,+0.0060,+1.94%,"1,000",0,N/A,N/A
8EM.BE,Editas Medicine Inc,8.39,-1.07,-11.31%,75,1,N/A,N/A
1JK.DU,Apellis Pharmaceuticals Inc,80.50,-2.00,-2.42%,N/A,0,N/A,N/A
H3Q.DU,Tobii Dynavox AB,2.0950,-0.0050,-0.24%,200,3,N/A,N/A
H5P.BE,Hikma Pharmaceuticals PLC,22.60,+0.20,+0.89%,300,0,N/A,N/A
4TS.BE,Terveystalo PLC,8.50,-0.03,-0.35%,400,0,N/A,N/A
7XB.BE,Xbrane Biopharma AB,6.78,-0.08,-1.17%,500,0,N/A,N/A
AYJ0.BE,Valneva SE,13.50,+0.30,+2.27%,500,0,N/A,N/A
0OG.BE,OrganiGram Holdings Inc,0.3655,+0.0040,+1.11%,"3,000",52,N/A,N/A
L0T.BE,GE HealthCare Technologies Inc,71.50,-0.50,-0.69%,8,4,N/A,N/A
49B.BE,BeiGene Ltd,13.60,+0.80,+6.25%,201,0,N/A,N/A
LS1P.BE,DarioHealth Corp,3.7400,-0.0200,-0.53%,300,835,N/A,N/A
N1A.BE,Navamedic ASA,3.2900,-0.0400,-1.20%,330,0,N/A,N/A
HQ10.BE,ARCA biopharma Inc,1.8800,+0.0300,+1.62%,"1,170",0,N/A,N/A
1KPA.BE,Protara Therapeutics Inc,2.5200,-0.0800,-3.08%,N/A,0,N/A,N/A
T5O.BE,CytoTools AG,1.9000,+0.0600,+3.26%,80,14,N/A,N/A
K27.BE,Kodiak Sciences Inc,8.24,-0.15,-1.74%,125,0,N/A,N/A
6L9.BE,ViewRay Inc,0.4680,+0.0240,+5.41%,"2,000",35,N/A,N/A
2GH.BE,Merus NV,23.80,-0.60,-2.46%,500,0,N/A,N/A
1BT.BE,Enlivex Therapeutics Ltd,2.6200,+0.0400,+1.55%,38,0,N/A,N/A
27N.BE,CANNOVUM AG,0.9050,-0.0050,-0.55%,100,64,N/A,N/A
4AB.BE,AbbVie Inc,126.80,+2.80,+2.26%,100,32,N/A,N/A
4QG.BE,PCI Biotech Holding ASA,0.1974,-0.0161,-7.54%,"4,400",0,N/A,N/A
VTFN.BE,Vitrolife AB,19.49,-1.37,-6.57%,24,0,N/A,N/A
0TB.BE,Theravance Biopharma Inc,9.65,+0.15,+1.58%,190,0,N/A,N/A
QTNA.BE,Titan Medical Inc,0.1290,+0.0080,+6.61%,380,0,N/A,N/A
BJ93.BE,BENITEC BIOPHARMA INC.,0.2060,-0.0020,-0.96%,238,0,N/A,N/A
038.BE,NovoCure Ltd,40.46,+0.21,+0.52%,7,0,N/A,N/A
DBV.BE,DBV Technologies SA,3.6280,+0.1980,+5.77%,N/A,0,N/A,N/A
5Y6.DU,Compass Pathways PLC,6.85,-0.20,-2.84%,20,0,N/A,N/A
39L.DU,PetIQ Inc,13.70,+0.20,+1.48%,N/A,0,N/A,N/A
ONYN.BE,Oncolytics Biotech Inc,1.7300,-0.0400,-2.26%,"2,800",341,N/A,N/A
2DT.DU,Amneal Pharmaceuticals Inc,2.4200,+0.0400,+1.68%,N/A,0,N/A,N/A
5LD.BE,Lidds AB,0.0856,-0.0048,-5.31%,"2,000",0,N/A,N/A
49Z.BE,BICO Group AB,3.5900,-0.1340,-3.60%,10,81,N/A,N/A
1R3.BE,Izotropic Corp,0.2250,+0.0110,+5.14%,"15,000",289,N/A,N/A
4R0.BE,Oxford Nanopore Technologies PLC,2.6600,+0.0500,+1.92%,200,0,N/A,N/A
0IK.BE,NGM Biopharmaceuticals Inc,3.0400,-0.2000,-6.17%,0,0,N/A,N/A
