Product Status,Instrument,ISIN,WKN,Product Assignment Group Description,Market Maker,Specialist,First Trading Date,Last Trading Date
Active,ACTINOGEN MEDICAL LTD.,AU000000ACW3,000A0MZH8,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,PARKWAY CORPORATE LTD.,AU000000PWN8,000A1JH27,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2015-03-03,
Active,PHARMAXIS LTD.,AU000000PXS5,000254463,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2011-05-23,
Active,DATAMETREX AI LIMITED,CA23809L1085,000A2DYN5,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2017-10-09,
Active,AUSCANN GROUP HLDGS O.N.,AU000000AC89,000A2DLBP,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-02-06,
Active,SOCAM DEVELOPMENT LTD HD1,BMG8249T1036,000A1JL7F,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,POLARX LTD,AU000000PXX5,000A2DX5Z,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-12-15,
Active,DAVIDSTEA INC.,CA2386611024,000A14UHT,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2023-04-19,
Active,ADAIRS LTD,AU000000ADH2,000A14TNC,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-12-01,
Active,SINOFERT HLDGS     HD- 10,BMG8403G1033,000A0LGK6,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2011-05-23,
Active,QANTAS AIRWAYS,AU000000QAN2,000896435,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,ADX ENERGY,AU000000ADX9,000875366,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,QBE INSURANCE GRP,AU000000QBE9,000879189,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,ADMIRALTY RES,AU000000ADY7,000A0B9TU,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,DEEP-SOUTH RES.INC.  O.N.,CA24378W1032,000A2DGWF,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2016-11-17,
Active,STOLT-NIELSEN DL 1,BMG850801025,000A1C609,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,AURA ENERGY LTD,AU000000AEE7,000A0JMMZ,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2012-02-16,
Active,DEFENSE METALS CORP.,CA2446331035,000A2PBZ4,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2019-02-13,
Active,SYLVANIA PLAT. DL 0 01,BMG864081044,000A1H6XC,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2018-07-20,
Active,DEFIANCE SILVER CORP.,CA2447672080,000A1JQW5,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2012-06-18,
Active,TEXTAINER GROUP HLDGS LTD,BMG8766E1093,000A0M49J,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,ANGLOGOLD ASHANTI CUFS/1,AU000000AGG7,000932018,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,QUBE HOLDINGS LTD.,AU000000QUB5,000A1C0DA,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-04-03,
Active,TEXWINCA HLDGS LTD HD- 05,BMG8770Z1068,000902853,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,AGL ENERGY,AU000000AGL7,000A12FQM,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2014-11-26,
Active,DELTA 9 CANNABIS,CA2477541049,000A2H63T,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2017-11-27,
Active,REA GROUP LTD.,AU000000REA9,000931148,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2016-08-08,
Active,AGUIA RES LTD      AD- 20,AU000000AGR4,000A1C58J,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2017-05-22,
Active,RED 5 LTD.,AU000000RED3,000A0DNNW,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,ARGOSY MINERALS LTD.,AU000000AGY0,000215419,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2016-07-01,
Active,DENISON MINES CORP.,CA2483561072,000A0LFYS,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2011-05-23,
Active,AUSTRALIAN DAIRY NUT.GRP.,AU000000AHF7,000A12EBF,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-12-01,
Active,REGIONAL EXPRESS HLDGS,AU000000REX1,000A0HGQA,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2018-04-16,
Active,DESCARTES SYS GRP INC.,CA2499061083,000913612,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,RETAIL FOOD GROUP LTD,AU000000RFG3,000A0JM15,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-04-03,
Active,DESERT GOLD VENTURES,CA25039N4084,000A14X09,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2015-07-27,
Active,REDFLOW LTD,AU000000RFX8,000A1H9W2,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,DESERT MOUNTAIN EGY CORP.,CA25043D1078,000A2JHVK,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2018-04-10,
Active,TRANSP.INTL HLDG.LTD.HD 1,BMG9031M1082,000A0H09X,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,ROTO-GRO INTERN. LTD O.N.,AU000000RGI7,000A2DHN8,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-04-03,
Active,RAMSAY HEALTH,AU000000RHC8,000874338,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,AJ LUCAS GROUP LTD,AU000000AJL1,000577571,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2018-06-21,
Active,TRITON INT.LTD A DL- 01,BMG9078F1077,000A2AL35,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2016-07-18,
Active,RIDLEY CORP. LTD,AU000000RIC6,000888874,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-09-20,
Active,RIO TINTO LTD,AU000000RIO1,000855018,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,2020 BULKERS LTD  DL 1,BMG9156K1018,000A2PNW9,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2019-07-16,
Active,ALEXIUM INTERNATIONAL GRP,AU000000AJX6,000A1CTT8,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2011-05-23,
Active,RECKON LTD.,AU000000RKN9,000924401,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2018-06-21,
Active,UTD ENERGY GR.NEW HD - 01,BMG9231L1081,000A0NCQS,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2012-02-08,
Active,RESMED CUFS/10 DL- 004,AU000000RMD6,000935168,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2012-06-26,
Active,AUDIO PIXELS HOLDINGS LTD,AU000000AKP0,000A1H5Q8,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2016-06-29,
Active,RAMELIUS RES LTD,AU000000RMS4,000808383,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2011-05-23,
Active,VALUETRONICS HLDGS DL- 10,BMG9316Y1084,000A0MM71,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,ALKANE RESOURCES LTD.,AU000000ALK9,000863617,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,RENASCOR RESOURCES LTD,AU000000RNU8,000A1C9A9,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2011-05-23,
Active,ARISTOCRAT LEISURE,AU000000ALL7,000901652,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,VTECH HLDGS (BL100) DL-05,BMG9400S1329,000A1C3BF,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,REGIS RESOURCES LTD.,AU000000RRL8,000A0B8RA,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2012-06-26,
Active,ALS LTD,AU000000ALQ6,000A1J2YC,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2012-06-25,
Active,ALTIUM LTD.,AU000000ALU8,000924627,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2015-02-10,
Active,DIVERSIFIED ROYALTY,CA2553311002,000A12C65,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-03-17,
Active,WANG ON GRP LTD    HD- 01,BMG9429S2464,000A1H6LP,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,RESOLUTE MINING,AU000000RSG6,000794836,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,ALCHEMY RES LTD,AU000000ALY0,000A0M162,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,WANDA HOTEL DEVEL. CO.,BMG9430N1039,000A12D9X,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2014-10-29,
Active,AMA GROUP LTD.,AU000000AMA8,000A0KEP5,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2016-06-22,
Active,AMCOR PLC CDI/1    DL- 01,AU000000AMC4,000A2PMGB,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2019-06-20,
Active,GOLAR LNG LTD.       DL 1,BMG9456A1009,000677102,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,RPMGLOBAL HOLDINGS LTD.,AU000000RUL2,000A0Q13U,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,DOLLARAMA INC.,CA25675T1075,000A0YCBU,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,AURELIA METALS,AU000000AMI1,000A115FX,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2014-06-05,
Active,DOLLY VARDEN SILVER,CA2568272058,000A14VGG,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-02-06,
Active,WHITE MTNS INS. GRP  DL 1,BMG9618E1075,000870243,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2017-08-25,
Active,AEON METALS LTD.,AU000000AML5,000A2ADL1,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-10-17,
Active,DOREL INDS INC. B,CA25822C2058,000914262,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,WING TAI PROPE.LTD HD- 50,BMG9716V1000,000A1C076,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,DOUBLEVIEW GOLD CORP.,CA25862T1003,000A1W038,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2014-01-28,
Active,RELIANCE WORLDWIDE CORP.,AU000000RWC7,000A2AHE7,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2016-05-04,
Active,XIWANG PPTY HLDGS  HD- 10,BMG9829U1062,000A1W69L,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2013-10-23,
Active,AMP LTD.,AU000000AMP6,000914928,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,AUSTIN ENGINEERING LTD.,AU000000ANG3,000A0BLP7,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-06-29,
Active,REX MINERALS LTD,AU000000RXM4,000A0MY8Q,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-06-17,
Active,AMANI GOLD LTD,AU000000ANL3,000A2DJ27,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2017-01-03,
Active,YUEXIU TRANSP.INFR.HD- 10,BMG9880L1028,000A1JCUC,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,DUNDEE PRECIOUS MET.(NEW),CA2652692096,000A0CAN0,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,ANSELL LTD.,AU000000ANN9,000552832,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,YUE YUEN IND.HLDGS HD- 25,BMG988031446,000213795,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,ADVANCE ZINCTEK LTD.,AU000000ANO7,000A0DP2L,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,ST. BARBARA LTD.,AU000000SBM8,000851747,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,DURANGO RESOURCES INC.,CA2664951001,000A1KCZY,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2013-02-13,
Active,ASIAMET RES LTD  DL - 01,BM04521V1038,000A14XBY,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2015-07-29,
Active,APOLLO MINERALS LTD,AU000000AON7,000A0M5PT,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,BANCO BRADESCO  PFD,BRBBDCACNPR8,000896694,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,SABRE RESOURCES LTD.,AU000000SBR7,000874777,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,DYNACERT INC.,CA26780A1084,000A1KBAV,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2016-09-07,
Active,BRADESPAR S.A.,BRBRAPACNOR5,000553173,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,SCENTRE GROUP UTS,AU000000SCG8,000A1156H,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2016-05-09,
Active,DYNASTY GOLD,CA2681322061,000A2DW87,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2017-09-08,
Active,APA GROUP STPLD. SECS.,AU000000APA1,000577578,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2011-05-23,
Active,BRADESPAR S.A. PFD,BRBRAPACNPR2,000553159,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,BRASKEM PFD A,BRBRKMACNPA4,000164640,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,ECN CAPITAL CORP.,CA26829L1076,000A2ASKH,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-10-26,
Active,CIA EN.GE.PFD-CEMIGRB-,BRCMIGACNPR3,000899018,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,STEADFAST GROUP LTD,AU000000SDF8,000A1W2S9,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2013-08-05,
Active,APPEN LTD,AU000000APX3,000A12HVN,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2018-06-21,
Active,EMX ROYALTY CORP.,CA26873J1075,000A2DU32,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2017-07-21,
Active,CIA PARANAENSE EN. PFD B,BRCPLEACNPB9,000905601,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,ASPEN GROUP UTS,AU000000APZ8,000692185,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,CENTRAIS EL.BR.ELETROBRAS,BRELETACNOR6,000899026,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,SCIDEV LTD. O.N.,AU000000SDV5,000A2DNJ3,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2017-03-20,
Active,E-PLAY DIGITAL,CA26885W1041,000A2AN4D,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2016-11-25,
Active,CENTRAIS EL.BR.ELET.PFD B,BRELETACNPB7,000899037,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,ARDEA RESOURCES LTD. O.N.,AU000000ARL4,000A2DHES,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-04-03,
Active,GERDAU S.A. PFD,BRGGBRACNPR8,000909187,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,ARAFURA RARE EARTHS LTD.,AU000000ARU5,000787896,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2011-05-23,
Active,SEEK LTD,AU000000SEK6,000A0EAC4,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,PETROLEO BRAS.SA PET.,BRPETRACNOR9,000932443,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2011-06-15,
Active,EAGLE PLAINS RES LTD.,CA2699062022,000588696,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,PETROLEO BRAS.SA PET.PFD,BRPETRACNPR6,000899019,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,ARTEMIS RESOURCES LTD,AU000000ARV3,000A0MK5T,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2015-09-01,
Active,STRATEGIC ENERGY RES LTD,AU000000SER1,000A0Q626,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2011-05-23,
Active,USINAS SID.MIN.GER. PFD A,BRUSIMACNPA6,000924256,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,AUSTAL LTD,AU000000ASB3,000918412,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2011-05-23,
Active,SENSERA LTD,AU000000SE12,000A2DG4N,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-04-03,
Active,EAST AFRICA METALS,CA2704101039,000A1T79H,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2016-03-21,
Active,SANDFIRE RESOURCES LTD.,AU000000SFR8,000A0ERN6,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,VALE S.A.,BRVALEACNOR0,000897136,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2011-05-23,
Active,ANSON RESOURCES LTD,AU000000ASN8,000A2AC6W,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2016-01-12,
Active,EAST WEST PETROLEUM CORP.,CA27580T1075,000A1C16B,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,ONESPAWORLD HLDGS DL-0001,BSP736841136,000A2PGAS,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2019-04-01,
Active,EASTERN PLATINUM LTD,CA2768555096,000A118RL,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2014-07-22,
Active,ASX LTD.,AU000000ASX7,000916902,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2011-05-23,
Active,SIMS LTD.,AU000000SGM7,000A0F63Y,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2011-05-23,
Active,ADF GRP INC. SV,CA00089N1033,000189900,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,STOCKLAND STLPD SECS,AU000000SGP0,000887471,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2011-05-23,
Active,AGF MGMT B PFD NV,CA0010921058,000861655,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,ST.GEORGE MINING LTD,AU000000SGQ8,000A1CZK7,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2016-05-20,
Active,ALTECH BATTERIES,AU000000ATC9,000A12E90,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2017-03-31,
